,area_type,availability,location,total_sqft,bath,balcony,price,bhk
8186,Plot  Area,1,other,1044.0,2.0,2.0,85.0,2
8188,Built-up  Area,1,6th Phase JP Nagar,1216.0,2.0,2.0,60.0,2
8189,Super built-up  Area,1,other,1425.0,3.0,2.0,55.0,3
8191,Super built-up  Area,1,Hosur Road,1345.0,2.0,2.0,108.0,2
8192,Super built-up  Area,1,Marathahalli,1248.0,2.0,1.0,130.0,2
8195,Built-up  Area,1,Bellandur,3600.0,4.0,2.0,245.0,4
8196,Super built-up  Area,1,Uttarahalli,1025.0,2.0,1.0,35.88,2
8198,Super built-up  Area,1,Lakshminarayana Pura,3050.0,2.0,2.0,90.0,3
8199,Super built-up  Area,1,Kadubeesanahalli,1424.0,2.0,2.0,75.0,3
8200,Built-up  Area,1,EPIP Zone,2500.0,3.0,1.0,268.0,3
8202,Super built-up  Area,0,other,1285.0,2.0,2.0,45.0,2
8203,Super built-up  Area,1,Babusapalaya,1450.0,2.0,1.0,55.99,2
8204,Super built-up  Area,0,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,2
8206,Plot  Area,0,other,2000.0,2.0,2.0,95.0,3
8207,Super built-up  Area,1,Uttarahalli,1125.0,2.0,1.0,47.65,2
8208,Built-up  Area,1,Old Madras Road,3900.0,4.0,2.0,175.0,4
8209,Built-up  Area,1,Raja Rajeshwari Nagar,1133.0,2.0,1.0,38.37,2
8210,Super built-up  Area,1,Arekere,1240.0,2.0,2.0,60.0,2
8211,Super built-up  Area,0,Devanahalli,1466.0,3.0,3.0,77.59,3
8212,Super built-up  Area,1,other,3870.0,4.0,2.0,411.0,4
8213,Super built-up  Area,1,Ramagondanahalli,1610.0,2.0,2.0,115.0,3
8214,Super built-up  Area,1,Sarjapur  Road,1220.0,3.0,2.0,56.0,3
8215,Built-up  Area,1,Kaggadasapura,1225.0,2.0,2.0,48.0,2
8216,Super built-up  Area,1,Akshaya Nagar,1300.0,2.0,1.0,54.0,2
8217,Super built-up  Area,0,Thanisandra,1996.0,4.0,1.0,123.0,3
8218,Super built-up  Area,1,other,1320.0,2.0,2.0,55.0,3
8220,Super built-up  Area,1,other,1835.0,3.0,3.0,175.0,3
8221,Super built-up  Area,1,Sarjapur  Road,1435.0,3.0,2.0,90.0,3
8223,Super built-up  Area,1,Rayasandra,1601.0,3.0,3.0,70.0,3
8224,Super built-up  Area,1,Kadubeesanahalli,1257.0,2.0,2.0,93.0,2
8225,Super built-up  Area,1,Iblur Village,3596.0,5.0,1.0,260.0,4
8226,Super built-up  Area,1,Kasavanhalli,1309.0,2.0,2.0,95.0,2
8227,Plot  Area,1,Yeshwanthpur,1362.0,2.0,0.0,100.0,2
8228,Super built-up  Area,1,Whitefield,1115.0,2.0,1.0,55.0,2
8229,Super built-up  Area,1,Whitefield,1870.0,3.0,2.0,90.0,3
8230,Super built-up  Area,0,other,1322.0,2.0,1.0,61.99,2
8231,Super built-up  Area,1,other,1450.0,2.0,1.0,65.0,3
8232,Super built-up  Area,1,Banashankari,1185.0,2.0,2.0,67.0,2
8233,Super built-up  Area,1,7th Phase JP Nagar,1790.0,3.0,3.0,120.0,3
8234,Plot  Area,1,Whitefield,3450.0,4.0,2.0,208.0,3
8235,Super built-up  Area,1,Rachenahalli,1050.0,2.0,2.0,52.5,2
8236,Super built-up  Area,1,Budigere,693.0,1.0,0.0,27.375,1
8238,Super built-up  Area,1,Devanahalli,775.0,1.0,0.0,39.0,1
8239,Built-up  Area,1,Hoodi,1000.0,2.0,2.0,48.0,2
8240,Super built-up  Area,0,Thanisandra,1183.0,2.0,1.0,77.25,2
8242,Super built-up  Area,1,other,425.0,1.0,1.0,15.0,1
8243,Built-up  Area,1,other,820.0,2.0,2.0,30.0,2
8245,Built-up  Area,1,Hebbal,1200.0,2.0,2.0,52.0,2
8246,Super built-up  Area,0,Ramagondanahalli,1151.0,2.0,2.0,43.6,2
8247,Super built-up  Area,1,Hulimavu,1320.0,2.0,2.0,59.0,3
8248,Carpet  Area,0,other,1450.0,3.0,2.0,68.0,3
8249,Super built-up  Area,1,Poorna Pragna Layout,1270.0,2.0,3.0,50.79,3
8250,Super built-up  Area,1,Hegde Nagar,1847.0,3.0,2.0,123.0,3
8251,Super built-up  Area,0,Devanahalli,1020.0,2.0,1.0,49.87,1
8252,Super built-up  Area,1,Somasundara Palya,1650.0,3.0,2.0,95.0,3
8253,Super built-up  Area,1,other,2380.0,4.0,3.0,242.0,4
8254,Built-up  Area,1,Electronic City,2400.0,2.0,2.0,78.0,3
8255,Super built-up  Area,1,Begur Road,1160.0,2.0,2.0,44.0,2
8256,Super built-up  Area,0,Haralur Road,2805.0,4.0,3.0,154.0,4
8257,Super built-up  Area,0,Mysore Road,1360.0,3.0,0.0,47.6,3
8258,Super built-up  Area,1,Brookefield,1089.0,2.0,1.0,49.0,2
8259,Super built-up  Area,1,Yelahanka,1115.0,2.0,2.0,60.0,2
8260,Super built-up  Area,1,Kudlu Gate,1215.0,2.0,1.0,45.0,2
8261,Super built-up  Area,1,Sarjapur  Road,1194.0,2.0,1.0,51.0,2
8262,Super built-up  Area,0,Kannamangala,1536.0,3.0,1.0,104.0,3
8263,Super built-up  Area,1,Hennur,1255.0,2.0,2.0,55.5,2
8264,Super built-up  Area,0,Electronic City,1571.0,3.0,2.0,83.0,3
8265,Plot  Area,1,other,900.0,1.0,0.0,70.0,2
8266,Super built-up  Area,1,other,1517.0,2.0,2.0,125.0,2
8267,Super built-up  Area,1,Budigere,664.0,1.0,1.0,35.4,1
8268,Super built-up  Area,1,Devarachikkanahalli,1230.0,2.0,1.0,58.0,2
8269,Super built-up  Area,1,Hegde Nagar,1340.0,2.0,2.0,72.0,2
8270,Super built-up  Area,1,Attibele,1175.0,2.0,1.0,29.38,2
8272,Super built-up  Area,1,Sarjapur,1240.0,2.0,2.0,43.1,2
8274,Super built-up  Area,1,Electronic City,1470.0,2.0,1.0,44.1,3
8275,Super built-up  Area,0,Kanakpura Road,525.0,2.0,2.0,29.25,1
8276,Super built-up  Area,1,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,3
8277,Super built-up  Area,1,other,1000.0,2.0,2.0,35.0,2
8278,Super built-up  Area,1,Gunjur,1071.0,2.0,1.0,51.0,2
8279,Super built-up  Area,1,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3
8280,Built-up  Area,1,Frazer Town,3435.0,2.0,1.0,341.0,4
8282,Built-up  Area,1,Kalyan nagar,1190.0,2.0,1.0,60.0,2
8283,Super built-up  Area,1,Pattandur Agrahara,1550.0,2.0,3.0,80.0,3
8284,Super built-up  Area,0,Kanakpura Road,1283.0,2.0,2.0,63.22,2
8285,Built-up  Area,1,Mallasandra,1325.0,2.0,2.0,73.0,2
8286,Super built-up  Area,1,Whitefield,1105.0,2.0,1.0,35.36,2
8287,Super built-up  Area,1,Banaswadi,1600.0,3.0,2.0,74.5,3
8289,Super built-up  Area,0,Kanakpura Road,800.0,2.0,2.0,41.145,2
8290,Super built-up  Area,1,Hennur,1100.0,2.0,1.0,44.55,2
8291,Super built-up  Area,0,Talaghattapura,2099.0,3.0,3.0,147.0,3
8292,Super built-up  Area,1,Yelachenahalli,1365.0,2.0,1.0,72.0,3
8293,Super built-up  Area,1,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2
8294,Super built-up  Area,1,Hosur Road,1250.0,2.0,1.0,55.0,2
8295,Super built-up  Area,1,Chikkalasandra,1290.0,2.0,2.0,56.12,3
8296,Super built-up  Area,1,Bellandur,1170.0,2.0,1.0,46.79,2
8297,Super built-up  Area,0,Kanakpura Road,1328.0,2.0,3.0,91.06,2
8298,Super built-up  Area,0,Hennur Road,1232.0,2.0,1.0,87.0,2
8299,Super built-up  Area,1,1st Phase JP Nagar,1180.0,2.0,2.0,88.5,2
8300,Super built-up  Area,1,Electronic City,1350.0,3.0,2.0,66.0,3
8301,Super built-up  Area,0,other,3602.0,4.0,2.0,280.0,4
8302,Super built-up  Area,1,Nagasandra,2400.0,4.0,1.0,145.0,4
8303,Super built-up  Area,1,Electronic City Phase II,1020.0,2.0,2.0,32.0,2
8304,Super built-up  Area,1,Begur Road,1410.0,2.0,3.0,49.34,3
8305,Built-up  Area,1,other,2159.0,3.0,2.0,120.0,3
8307,Super built-up  Area,0,TC Palaya,1200.0,2.0,0.0,66.0,3
8308,Super built-up  Area,1,Hennur,1255.0,2.0,1.0,57.5,2
8309,Super built-up  Area,0,Whitefield,1074.0,2.0,1.0,42.79,2
8310,Plot  Area,0,other,1200.0,3.0,2.0,72.0,3
8311,Super built-up  Area,0,Sarjapur,1170.0,2.0,2.0,35.41,3
8312,Super built-up  Area,0,Tumkur Road,728.5,1.0,0.0,31.315,1
8313,Super built-up  Area,1,Bommanahalli,1660.0,2.0,2.0,100.0,3
8315,Built-up  Area,1,other,1850.0,3.0,0.0,175.0,6
8316,Built-up  Area,1,other,510.0,1.0,0.0,34.0,1
8317,Super built-up  Area,1,Mahadevpura,1601.0,3.0,2.0,95.0,3
8318,Super built-up  Area,0,Begur Road,952.0,2.0,1.0,42.0,2
8319,Super built-up  Area,1,other,1166.0,2.0,3.0,65.0,2
8320,Built-up  Area,1,other,2700.0,2.0,1.0,260.0,3
8321,Built-up  Area,1,Electronic City Phase II,1900.0,3.0,1.0,97.0,4
8323,Super built-up  Area,0,Haralur Road,1520.0,2.0,2.0,96.0,3
8324,Plot  Area,1,other,2100.0,6.0,3.0,100.0,4
8325,Super built-up  Area,1,Yelenahalli,1175.0,2.0,2.0,50.0,2
8326,Super built-up  Area,1,Bharathi Nagar,1432.0,2.0,2.0,68.0,2
8327,Super built-up  Area,0,Bommasandra Industrial Area,1005.0,2.0,1.0,39.77,2
8328,Super built-up  Area,1,Rajiv Nagar,1309.0,2.0,1.0,80.0,2
8330,Super built-up  Area,1,7th Phase JP Nagar,1050.0,2.0,1.0,77.0,2
8331,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,53.0,3
8333,Super built-up  Area,1,Begur Road,1565.0,2.0,2.0,56.34,3
8334,Built-up  Area,1,other,940.0,2.0,1.0,56.0,2
8335,Super built-up  Area,0,other,1015.0,2.0,1.0,40.1,2
8337,Super built-up  Area,1,Electronic City,1652.0,3.0,3.0,110.0,3
8338,Super built-up  Area,1,Whitefield,1100.0,2.0,2.0,52.0,2
8339,Super built-up  Area,1,Rajiv Nagar,2340.0,4.0,1.0,145.0,4
8341,Plot  Area,1,Kammanahalli,1200.0,1.0,1.0,81.0,2
8342,Super built-up  Area,1,other,1400.0,3.0,3.0,69.0,3
8344,Super built-up  Area,0,Electronic City Phase II,1020.0,2.0,1.0,27.43,2
8345,Super built-up  Area,1,Whitefield,1267.0,2.0,1.0,90.33,2
8346,Super built-up  Area,1,Bhoganhalli,2439.0,4.0,3.0,185.0,4
8347,Built-up  Area,1,other,1645.0,3.0,2.0,95.0,3
8348,Super built-up  Area,1,Sahakara Nagar,1100.0,2.0,2.0,75.0,3
8349,Built-up  Area,0,Electronic City,1320.0,2.0,1.0,38.12,3
8350,Super built-up  Area,0,Ananth Nagar,1000.0,2.0,1.0,29.7,2
8352,Built-up  Area,1,KR Puram,2500.0,6.0,3.0,58.0,6
8354,Built-up  Area,1,Kalyan nagar,1086.0,2.0,2.0,44.5,2
8355,Super built-up  Area,0,Kengeri,416.0,1.0,1.0,18.0,1
8356,Built-up  Area,1,Hennur Road,1066.0,2.0,1.0,52.23,2
8357,Super built-up  Area,1,OMBR Layout,1730.0,3.0,1.0,93.0,3
8358,Super built-up  Area,0,Balagere,1205.0,2.0,1.0,63.86,2
8359,Super built-up  Area,1,Marathahalli,2500.0,5.0,2.0,175.0,4
8360,Super built-up  Area,1,Subramanyapura,960.0,2.0,1.0,55.0,2
8361,Super built-up  Area,0,Haralur Road,1510.0,3.0,2.0,83.05,3
8362,Built-up  Area,1,other,1600.0,4.0,2.0,90.0,4
8363,Built-up  Area,1,Old Madras Road,2300.0,3.0,2.0,142.0,3
8364,Built-up  Area,1,other,1000.0,2.0,1.0,63.0,2
8365,Super built-up  Area,1,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2
8366,Super built-up  Area,0,Hormavu,1553.0,2.0,2.0,58.23,3
8367,Super built-up  Area,1,Frazer Town,3436.0,5.0,2.0,345.0,4
8368,Super built-up  Area,0,Seegehalli,1134.0,2.0,2.0,45.0,2
8370,Plot  Area,1,Horamavu Agara,2400.0,3.0,3.0,80.0,5
8371,Plot  Area,0,Whitefield,2400.0,4.0,1.0,143.0,4
8372,Super built-up  Area,1,other,1350.0,2.0,2.0,65.0,2
8373,Super built-up  Area,1,Sarjapur,1032.0,2.0,1.0,42.0,2
8374,Super built-up  Area,1,other,1998.0,3.0,2.0,117.0,3
8375,Super built-up  Area,0,Murugeshpalya,1225.0,2.0,2.0,48.0,2
8376,Super built-up  Area,1,Sarjapur  Road,1262.0,2.0,2.0,67.0,2
8377,Super built-up  Area,0,Badavala Nagar,1842.0,3.0,2.0,115.0,3
8378,Super built-up  Area,1,other,1300.0,2.0,2.0,60.0,2
8379,Super built-up  Area,0,Kothannur,1070.0,2.0,2.0,38.6,2
8380,Built-up  Area,0,other,950.0,2.0,1.0,33.0,2
8381,Super built-up  Area,0,Balagere,1012.0,2.0,1.0,53.58,2
8382,Built-up  Area,1,TC Palaya,1000.0,2.0,0.0,70.0,2
8383,Super built-up  Area,1,Kadugodi,1394.0,2.0,2.0,56.0,2
8384,Super built-up  Area,1,Amruthahalli,1450.0,2.0,1.0,85.0,3
8385,Super built-up  Area,1,Banaswadi,527.0,1.0,0.0,35.0,1
8386,Super built-up  Area,1,Sarjapur  Road,1693.0,3.0,2.0,125.0,3
8387,Super built-up  Area,1,Thigalarapalya,3122.0,6.0,2.0,235.0,4
8388,Super built-up  Area,1,Horamavu Agara,1000.0,2.0,1.0,46.0,2
8389,Built-up  Area,1,Kogilu,952.0,2.0,2.0,49.0,2
8391,Super built-up  Area,1,Kengeri,1200.0,1.0,1.0,14.0,1
8392,Super built-up  Area,0,Mysore Road,1410.0,2.0,2.0,64.0,3
8393,Super built-up  Area,1,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2
8394,Plot  Area,1,Chikka Tirupathi,3056.0,5.0,2.0,100.0,4
8395,Super built-up  Area,1,Sarjapur  Road,1826.0,3.0,2.0,125.0,3
8396,Super built-up  Area,0,Hosur Road,1689.0,3.0,2.0,103.0,3
8397,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,31.0,3
8399,Super built-up  Area,1,Hennur,960.0,2.0,1.0,48.0,2
8400,Built-up  Area,1,Channasandra,808.0,2.0,1.0,40.0,2
8401,Super built-up  Area,1,Kodichikkanahalli,907.0,2.0,2.0,38.5,2
8402,Super built-up  Area,1,Uttarahalli,1300.0,2.0,2.0,55.0,2
8403,Super built-up  Area,1,other,1804.0,3.0,2.0,150.0,3
8404,Super built-up  Area,1,other,1350.0,3.0,2.0,81.0,3
8405,Super built-up  Area,1,Whitefield,1836.0,3.0,2.0,125.0,3
8406,Super built-up  Area,1,other,826.0,2.0,2.0,36.0,2
8407,Super built-up  Area,1,Hormavu,1200.0,2.0,3.0,68.0,2
8408,Super built-up  Area,0,other,3000.0,3.0,3.0,300.0,4
8410,Super built-up  Area,1,6th Phase JP Nagar,1460.0,2.0,2.0,80.0,2
8412,Super built-up  Area,1,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
8413,Carpet  Area,1,Kothannur,2000.0,4.0,2.0,95.0,4
8414,Super built-up  Area,1,Bhoganhalli,1395.0,2.0,2.0,70.0,3
8415,Super built-up  Area,1,Sarjapur  Road,1660.0,3.0,2.0,116.0,3
8416,Super built-up  Area,1,other,935.0,2.0,2.0,35.0,2
8417,Super built-up  Area,1,other,1180.0,2.0,1.0,39.0,2
8418,Built-up  Area,0,Electronic City,1090.0,2.0,1.0,31.48,2
8419,Super built-up  Area,0,Kanakpura Road,1204.0,2.0,1.0,82.0,2
8420,Super built-up  Area,1,Thigalarapalya,2072.0,4.0,2.0,153.0,3
8421,Built-up  Area,1,Haralur Road,1056.0,2.0,1.0,65.0,2
8422,Super built-up  Area,0,Hebbal,985.0,2.0,2.0,62.0,2
8423,Super built-up  Area,1,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
8424,Built-up  Area,1,KR Puram,734.0,2.0,1.0,22.0,2
8425,Built-up  Area,1,Kammanahalli,2900.0,4.0,2.0,200.0,4
8426,Super built-up  Area,1,Yelahanka,2317.0,4.0,3.0,140.0,3
8427,Built-up  Area,1,Singasandra,600.0,1.0,0.0,45.0,1
8428,Built-up  Area,1,other,2200.0,3.0,0.0,115.0,4
8429,Super built-up  Area,1,Attibele,656.0,2.0,1.0,25.0,2
8430,Built-up  Area,1,Attibele,400.0,1.0,1.0,11.5,1
8431,Super built-up  Area,1,Yeshwanthpur,666.0,1.0,1.0,36.8,1
8433,Super built-up  Area,1,7th Phase JP Nagar,1174.0,2.0,1.0,47.0,2
8434,Super built-up  Area,1,Budigere,1153.0,2.0,2.0,56.7,2
8436,Built-up  Area,1,Narayanapura,2400.0,5.0,2.0,85.0,5
8437,Super built-up  Area,1,Marathahalli,957.0,2.0,1.0,47.0,2
8439,Built-up  Area,0,Sarjapur  Road,1060.0,2.0,1.0,50.0,2
8440,Super built-up  Area,0,Banashankari,1000.0,2.0,1.0,50.0,2
8441,Super built-up  Area,1,Kanakpura Road,1843.0,3.0,2.0,88.0,3
8442,Super built-up  Area,1,Kanakpura Road,1150.0,2.0,2.0,40.25,3
8443,Super built-up  Area,0,Chandapura,1230.0,2.0,2.0,31.37,3
8444,Super built-up  Area,1,Kodihalli,3197.0,5.0,2.0,335.0,4
8445,Super built-up  Area,0,Kanakpura Road,1703.0,3.0,2.0,130.0,3
8446,Super built-up  Area,1,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2
8447,Super built-up  Area,1,Battarahalli,1516.0,3.0,3.0,65.0,3
8448,Super built-up  Area,1,Brookefield,1130.0,2.0,2.0,56.0,2
8449,Super built-up  Area,1,Iblur Village,3596.0,5.0,1.0,279.0,4
8450,Super built-up  Area,0,Hosa Road,1512.0,3.0,2.0,103.0,3
8451,Built-up  Area,1,Thanisandra,1491.0,3.0,1.0,88.0,3
8452,Super built-up  Area,1,Cox Town,1250.0,2.0,2.0,95.0,2
8453,Super built-up  Area,0,Banashankari,1650.0,3.0,2.0,90.75,3
8454,Super built-up  Area,1,Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,2
8455,Plot  Area,1,other,1200.0,4.0,1.0,110.0,4
8456,Super built-up  Area,1,Thanisandra,1881.0,3.0,2.0,95.0,3
8457,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,56.57,3
8458,Super built-up  Area,1,Iblur Village,2666.0,4.0,1.0,200.0,3
8459,Super built-up  Area,1,other,1500.0,2.0,1.0,50.0,2
8461,Built-up  Area,1,Whitefield,1197.0,2.0,1.0,50.0,2
8462,Built-up  Area,1,other,2400.0,4.0,1.0,170.0,6
8463,Built-up  Area,1,Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3
8464,Plot  Area,1,KR Puram,1200.0,4.0,2.0,100.0,4
8465,Super built-up  Area,1,Bannerghatta Road,3230.0,5.0,0.0,165.0,4
8466,Super built-up  Area,1,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
8467,Built-up  Area,1,Sarjapur  Road,2750.0,5.0,1.0,240.0,4
8468,Plot  Area,1,9th Phase JP Nagar,1200.0,2.0,0.0,80.0,2
8469,Built-up  Area,1,other,1650.0,3.0,0.0,52.0,3
8470,Super built-up  Area,1,other,600.0,1.0,0.0,45.0,1
8471,Super built-up  Area,1,Uttarahalli,1025.0,2.0,1.0,35.88,2
8472,Super built-up  Area,0,Sarjapur,2302.5,2.0,2.0,80.59,4
8473,Super built-up  Area,1,Hennur Road,973.0,2.0,1.0,56.0,2
8476,Super built-up  Area,1,Balagere,1007.0,2.0,1.0,75.0,2
8477,Super built-up  Area,0,Hosa Road,800.0,1.0,0.0,39.99,1
8478,Built-up  Area,0,Sarjapur  Road,1830.0,3.0,1.0,119.0,3
8479,Super built-up  Area,1,Nagavara,1077.0,2.0,1.0,50.0,2
8480,Plot  Area,1,other,672.0,1.0,1.0,27.0,1
8481,Plot  Area,1,other,1280.0,3.0,0.0,87.0,3
8482,Built-up  Area,1,Electronics City Phase 1,865.0,2.0,0.0,40.0,2
8483,Super built-up  Area,1,Kalena Agrahara,1000.0,2.0,2.0,33.0,2
8484,Super built-up  Area,1,CV Raman Nagar,1285.0,2.0,2.0,65.0,2
8485,Super built-up  Area,1,Thanisandra,662.0,1.0,1.0,29.0,1
8487,Plot  Area,1,Sarjapura - Attibele Road,3750.0,6.0,3.0,295.0,5
8488,Super built-up  Area,1,other,1850.0,3.0,3.0,95.0,3
8489,Super built-up  Area,1,Harlur,1754.0,3.0,2.0,132.0,3
8492,Super built-up  Area,1,other,1567.0,3.0,1.0,100.0,3
8493,Super built-up  Area,1,Hoskote,1695.0,3.0,3.0,50.0,3
8495,Super built-up  Area,1,Bellandur,1150.0,2.0,1.0,69.44,2
8496,Super built-up  Area,1,Akshaya Nagar,1690.0,3.0,2.0,85.0,3
8497,Built-up  Area,0,other,2350.0,3.0,2.0,210.0,3
8498,Super built-up  Area,1,Karuna Nagar,1057.0,2.0,1.0,65.0,2
8499,Super built-up  Area,0,Hebbal,1320.0,2.0,1.0,91.0,2
8500,Super built-up  Area,0,Bhoganhalli,2119.0,4.0,3.0,111.0,4
8501,Super built-up  Area,1,other,1125.0,2.0,1.0,48.0,2
8502,Super built-up  Area,0,Kanakpura Road,2254.0,3.0,2.0,170.0,3
8503,Super built-up  Area,0,Balagere,645.0,1.0,1.0,34.18,1
8504,Super built-up  Area,1,Rachenahalli,1050.0,2.0,2.0,52.08,2
8505,Super built-up  Area,0,Panathur,1040.0,2.0,1.0,41.6,2
8507,Super built-up  Area,1,1st Block Jayanagar,1760.0,3.0,2.0,115.0,3
8509,Super built-up  Area,0,Sarjapur  Road,984.0,2.0,1.0,45.91,2
8510,Built-up  Area,1,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2
8511,Super built-up  Area,0,Whitefield,3596.0,3.0,1.0,200.0,3
8512,Super built-up  Area,1,other,1365.0,3.0,2.0,54.0,3
8513,Super built-up  Area,1,other,560.0,1.0,0.0,19.0,1
8514,Super built-up  Area,1,Vittasandra,1404.0,2.0,1.0,75.0,2
8515,Super built-up  Area,1,Bellandur,1540.0,4.0,3.0,45.0,4
8516,Built-up  Area,1,Electronic City,1050.0,2.0,1.0,39.0,3
8518,Super built-up  Area,1,Rachenahalli,1550.0,3.0,3.0,72.5,3
8519,Super built-up  Area,1,Yelahanka,1653.0,3.0,3.0,93.0,3
8520,Super built-up  Area,1,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
8521,Super built-up  Area,1,other,1471.0,2.0,3.0,75.0,3
8522,Super built-up  Area,0,Kanakpura Road,700.0,2.0,1.0,35.0,2
8523,Built-up  Area,1,Kudlu Gate,812.0,2.0,1.0,38.25,2
8524,Super built-up  Area,1,8th Phase JP Nagar,1504.0,2.0,2.0,83.0,3
8525,Super built-up  Area,1,Mahadevpura,1450.0,3.0,2.0,75.0,3
8526,Super built-up  Area,1,Kannamangala,957.0,2.0,2.0,54.5,2
8527,Carpet  Area,1,Attibele,460.0,1.0,1.0,13.0,1
8529,Super built-up  Area,1,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2
8530,Super built-up  Area,1,Budigere,1820.0,3.0,2.0,85.0,3
8531,Super built-up  Area,0,Varthur Road,1033.0,2.0,2.0,32.0,2
8533,Plot  Area,1,other,520.0,2.0,0.0,29.0,1
8534,Super built-up  Area,1,OMBR Layout,1165.0,2.0,2.0,88.5,2
8535,Super built-up  Area,1,Gottigere,1280.0,2.0,1.0,61.0,2
8537,Plot  Area,1,other,600.0,1.0,0.0,58.0,1
8538,Super built-up  Area,1,Kanakpura Road,1550.0,3.0,3.0,65.1,3
8539,Super built-up  Area,1,Nagavarapalya,1392.0,2.0,1.0,130.0,2
8540,Super built-up  Area,1,Jigani,1221.0,3.0,3.0,75.0,3
8541,Super built-up  Area,1,other,1000.0,1.0,1.0,19.0,1
8542,Built-up  Area,1,other,1300.0,2.0,2.0,60.0,2
8543,Built-up  Area,1,Hoskote,1065.0,2.0,3.0,31.5,2
8544,Built-up  Area,1,Yelahanka New Town,1209.0,2.0,3.0,65.0,3
8545,Plot  Area,1,other,375.0,1.0,0.0,40.0,1
8547,Super built-up  Area,0,Sarjapur  Road,1929.0,4.0,1.0,101.0,3
8548,Built-up  Area,1,Hennur Road,1255.0,2.0,1.0,84.0,2
8549,Super built-up  Area,0,Jalahalli,1035.0,2.0,1.0,31.05,2
8551,Super built-up  Area,0,Banashankari,1650.0,3.0,2.0,101.0,3
8552,Built-up  Area,1,Whitefield,1275.0,2.0,3.0,65.0,3
8553,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,65.58,2
8554,Super built-up  Area,1,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2
8556,Super built-up  Area,0,Thanisandra,1183.0,2.0,2.0,58.56,2
8557,Super built-up  Area,1,Whitefield,1155.0,2.0,1.0,39.0,2
8558,Super built-up  Area,1,Kengeri,1245.0,2.0,2.0,43.57,3
8559,Built-up  Area,1,Akshaya Nagar,1000.0,2.0,1.0,38.0,2
8560,Super built-up  Area,1,7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2
8561,Super built-up  Area,1,Ardendale,2062.0,3.0,2.0,140.0,4
8562,Super built-up  Area,1,other,1477.0,2.0,2.0,75.0,3
8564,Super built-up  Area,1,Sarjapur  Road,1525.0,2.0,2.0,65.0,3
8566,Super built-up  Area,1,other,1220.0,2.0,1.0,65.0,2
8567,Super built-up  Area,1,Hebbal,2388.0,3.0,1.0,195.0,3
8568,Super built-up  Area,0,Electronic City,1355.0,2.0,1.0,97.6,2
8569,Built-up  Area,1,Whitefield,1141.0,2.0,1.0,62.0,2
8570,Super built-up  Area,0,Vijayanagar,1046.0,2.0,0.0,49.06,2
8571,Super built-up  Area,1,Bannerghatta Road,630.0,1.0,2.0,35.0,1
8572,Super built-up  Area,1,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2
8573,Built-up  Area,1,Marathahalli,3855.0,4.0,3.0,220.0,4
8574,Super built-up  Area,1,other,850.0,2.0,1.0,32.5,2
8575,Super built-up  Area,1,KR Puram,1120.0,2.0,2.0,36.0,2
8577,Super built-up  Area,0,Jakkur,1798.0,3.0,1.0,110.0,3
8578,Built-up  Area,1,Bisuvanahalli,1180.0,2.0,1.0,45.0,3
8579,Super built-up  Area,1,Kereguddadahalli,1000.0,2.0,1.0,34.0,2
8580,Super built-up  Area,0,Whitefield,1216.0,2.0,1.0,82.0,2
8581,Built-up  Area,1,Margondanahalli,900.0,2.0,0.0,65.0,2
8582,Built-up  Area,1,TC Palaya,1100.0,2.0,0.0,65.0,2
8583,Super built-up  Area,0,Badavala Nagar,1842.0,3.0,2.0,115.0,3
8584,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,43.0,3
8585,Super built-up  Area,1,Whitefield,1495.0,3.0,3.0,88.0,2
8586,Super built-up  Area,1,Kanakpura Road,1700.0,3.0,3.0,120.0,3
8587,Super built-up  Area,0,Whitefield,1564.0,3.0,1.0,103.0,3
8588,Super built-up  Area,0,other,1256.0,2.0,1.0,65.0,2
8589,Super built-up  Area,0,Kundalahalli,1047.0,2.0,1.0,89.0,2
8590,Super built-up  Area,0,Bhoganhalli,1458.0,3.0,1.0,78.45,3
8591,Super built-up  Area,0,Hoodi,1063.0,2.0,1.0,61.17,2
